method,scenario,experiment_id,eval_name,repeat,episode_id,line_no_read,line_no_selected,score,score_selected_csv,result,win,frame_count,selected_rank,counterpart_rank,selection_tier,counterpart_rule,selected_source_file
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,130,130,130,81.0,81.0,Win,1.0,13,39.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,132,132,132,75.0,75.0,Win,1.0,13,58.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,135,135,135,78.0,78.0,Win,1.0,12,43.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,136,136,136,84.0,84.0,Win,1.0,12,27.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,138,138,138,84.0,84.0,Win,1.0,12,25.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,146,146,146,78.0,78.0,Win,1.0,12,31.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,147,147,147,84.0,84.0,Win,1.0,12,9.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,158,158,158,78.0,78.0,Win,1.0,12,49.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,160,160,160,72.0,72.0,Win,1.0,12,100.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,176,176,176,75.0,75.0,Win,1.0,13,91.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,177,177,177,84.0,84.0,Win,1.0,12,8.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,179,179,179,78.0,78.0,Win,1.0,12,28.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,180,180,180,75.0,75.0,Win,1.0,13,85.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,187,187,187,72.0,72.0,Win,1.0,12,83.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,190,190,190,75.0,75.0,Win,1.0,12,79.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,191,191,191,81.0,81.0,Win,1.0,13,34.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,192,192,192,75.0,75.0,Win,1.0,13,60.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,196,196,196,75.0,75.0,Win,1.0,12,96.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,197,197,197,81.0,81.0,Win,1.0,13,2.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,199,199,199,72.0,72.0,Win,1.0,12,87.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,201,201,201,75.0,75.0,Win,1.0,13,65.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,203,203,203,75.0,75.0,Win,1.0,13,64.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,204,204,204,78.0,78.0,Win,1.0,12,50.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,206,206,206,72.0,72.0,Win,1.0,12,89.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,208,208,208,75.0,75.0,Win,1.0,13,92.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,209,209,209,75.0,75.0,Win,1.0,13,76.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,210,210,210,75.0,75.0,Win,1.0,12,68.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,212,212,212,84.0,84.0,Win,1.0,12,16.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,217,217,217,72.0,72.0,Win,1.0,13,98.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,221,221,221,75.0,75.0,Win,1.0,13,69.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,223,223,223,78.0,78.0,Win,1.0,12,42.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,225,225,225,72.0,72.0,Win,1.0,12,74.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,228,228,228,75.0,75.0,Win,1.0,13,94.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,230,230,230,72.0,72.0,Win,1.0,12,90.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,231,231,231,72.0,72.0,Win,1.0,12,84.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,239,239,239,84.0,84.0,Win,1.0,12,6.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,242,242,242,75.0,75.0,Win,1.0,12,88.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,243,243,243,81.0,81.0,Win,1.0,13,36.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,246,246,246,78.0,78.0,Win,1.0,12,29.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,249,249,249,84.0,84.0,Win,1.0,12,4.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,250,250,250,84.0,84.0,Win,1.0,12,14.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,256,256,256,78.0,78.0,Win,1.0,12,32.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,260,260,260,78.0,78.0,Win,1.0,12,40.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,263,263,263,81.0,81.0,Win,1.0,13,26.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,265,265,265,75.0,75.0,Win,1.0,12,95.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,266,266,266,78.0,78.0,Win,1.0,12,3.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,267,267,267,72.0,72.0,Win,1.0,12,78.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,270,270,270,81.0,81.0,Win,1.0,12,19.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,274,274,274,81.0,81.0,Win,1.0,13,11.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,277,277,277,72.0,72.0,Win,1.0,12,70.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,278,278,278,75.0,75.0,Win,1.0,13,93.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,280,280,280,84.0,84.0,Win,1.0,12,10.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,283,283,283,78.0,78.0,Win,1.0,12,38.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,284,284,284,84.0,84.0,Win,1.0,12,5.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,285,285,285,75.0,75.0,Win,1.0,13,72.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,289,289,289,84.0,84.0,Win,1.0,12,17.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,290,290,290,84.0,84.0,Win,1.0,12,7.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,293,293,293,84.0,84.0,Win,1.0,12,18.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,294,294,294,75.0,75.0,Win,1.0,12,62.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,295,295,295,78.0,78.0,Win,1.0,12,51.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,298,298,298,78.0,78.0,Win,1.0,12,24.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,5,5,5,57.0,57.0,Win,1.0,14,29.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,7,7,7,63.0,63.0,Win,1.0,14,93.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,8,8,8,72.0,72.0,Win,1.0,13,100.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,9,9,9,51.0,51.0,Win,1.0,14,10.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,11,11,11,51.0,51.0,Win,1.0,14,22.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,18,18,18,51.0,51.0,Win,1.0,14,1.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,22,22,22,57.0,57.0,Win,1.0,14,38.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,26,26,26,57.0,57.0,Win,1.0,14,37.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,30,30,30,57.0,57.0,Win,1.0,13,49.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,31,31,31,51.0,51.0,Win,1.0,14,19.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,34,34,34,57.0,57.0,Win,1.0,14,56.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,40,40,40,57.0,57.0,Win,1.0,14,74.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,41,41,41,63.0,63.0,Win,1.0,14,90.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,45,45,45,57.0,57.0,Win,1.0,14,55.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,46,46,46,63.0,63.0,Win,1.0,13,85.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,48,48,48,57.0,57.0,Win,1.0,14,57.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,49,49,49,63.0,63.0,Win,1.0,14,96.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,50,50,50,57.0,57.0,Win,1.0,13,48.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,51,51,51,57.0,57.0,Win,1.0,14,62.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,52,52,52,51.0,51.0,Win,1.0,14,4.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,55,55,55,63.0,63.0,Win,1.0,14,92.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,57,57,57,57.0,57.0,Win,1.0,14,53.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,59,59,59,63.0,63.0,Win,1.0,14,84.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,66,66,66,57.0,57.0,Win,1.0,14,68.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,72,72,72,63.0,63.0,Win,1.0,14,97.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,76,76,76,51.0,51.0,Win,1.0,14,9.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,81,81,81,57.0,57.0,Win,1.0,14,43.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,82,82,82,66.0,66.0,Win,1.0,13,98.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,88,88,88,51.0,51.0,Win,1.0,14,3.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,89,89,89,57.0,57.0,Win,1.0,13,46.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,90,90,90,57.0,57.0,Win,1.0,14,69.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,94,94,94,63.0,63.0,Win,1.0,14,78.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,95,95,95,57.0,57.0,Win,1.0,13,52.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,96,96,96,51.0,51.0,Win,1.0,14,21.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,97,97,97,57.0,57.0,Win,1.0,14,61.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,100,100,100,57.0,57.0,Win,1.0,14,77.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,103,103,103,57.0,57.0,Win,1.0,14,60.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,104,104,104,57.0,57.0,Win,1.0,14,76.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,106,106,106,57.0,57.0,Win,1.0,14,41.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,108,108,108,57.0,57.0,Win,1.0,14,75.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,109,109,109,57.0,57.0,Win,1.0,14,59.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,120,120,120,57.0,57.0,Win,1.0,14,45.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,122,122,122,57.0,57.0,Win,1.0,14,36.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,125,125,125,57.0,57.0,Win,1.0,14,65.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,126,126,126,51.0,51.0,Win,1.0,14,7.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,129,129,129,51.0,51.0,Win,1.0,14,20.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,130,130,130,63.0,63.0,Win,1.0,14,91.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,134,134,134,63.0,63.0,Win,1.0,14,80.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,140,140,140,63.0,63.0,Win,1.0,14,79.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,143,143,143,57.0,57.0,Win,1.0,14,73.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,145,145,145,63.0,63.0,Win,1.0,13,83.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,151,151,151,57.0,57.0,Win,1.0,14,67.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,152,152,152,51.0,51.0,Win,1.0,14,24.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,155,155,155,57.0,57.0,Win,1.0,14,35.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,163,163,163,51.0,51.0,Win,1.0,14,11.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,164,164,164,51.0,51.0,Win,1.0,14,12.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,165,165,165,51.0,51.0,Win,1.0,14,18.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,168,168,168,57.0,57.0,Win,1.0,14,47.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,169,169,169,63.0,63.0,Win,1.0,14,81.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,170,170,170,63.0,63.0,Win,1.0,13,89.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,172,172,172,57.0,57.0,Win,1.0,14,54.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,176,176,176,57.0,57.0,Win,1.0,14,70.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,178,178,178,72.0,72.0,Win,1.0,13,99.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,179,179,179,51.0,51.0,Win,1.0,14,17.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,181,181,181,63.0,63.0,Win,1.0,14,82.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,182,182,182,54.0,54.0,Win,1.0,14,26.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,184,184,184,54.0,54.0,Win,1.0,14,27.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,187,187,187,51.0,51.0,Win,1.0,14,23.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
Synergy,sce-2m,sce2m_synergy_run_0078,eval_run_0078_web_batch_20260622_141137,repeat_001,191,191,191,57.0,57.0,Win,1.0,14,71.0,,score_band_visibility,nan,selected_gate_positive_episodes.csv
