experiment_id,method_group,map_id,map_key,variant,base_variant_id,base_variant_rank,base_variant_trial,backup_condition,episode_id,result,score,terminal_hp_delta,frame_count,switch_count,diverge_count,diverged_out_of_beam_count,plan_switch_candidate_count,mean_candidate_planning_score_gain
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,3,Win,78.0,78.0,18,0,5,4,113,-0.0014910450466140254
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,4,Win,66.0,66.0,15,2,4,2,137,-0.0016097164332239684
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,5,Win,54.0,54.0,19,1,4,3,135,-0.0022403470340386423
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,6,Win,60.0,60.0,18,1,6,5,143,-0.0010170669208940033
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,7,Win,48.0,48.0,20,1,8,6,177,-0.002282252615232946
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,8,Win,9.0,9.0,23,3,4,0,195,-0.03630317746952217
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,9,Win,54.0,54.0,17,0,6,6,118,-0.0037320275230228214
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,10,Win,54.0,54.0,19,0,7,5,158,-0.0021510340225616834
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,11,Win,60.0,60.0,19,2,5,3,156,-0.0011051984271278248
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,12,Win,54.0,54.0,19,2,5,3,168,-0.0011006489278529265
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,13,Win,48.0,48.0,21,3,7,2,173,-0.0024146085231959904
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,14,Win,45.0,45.0,17,0,1,1,86,-0.001957620150630643
