map_key,parameter,metric,pearson,spearman,n
sce-3m,beam_width,objective,-0.04163806256339719,-0.05518266818013683,200
sce-3m,beam_width,avg_score,-0.021905800416512675,-0.07043933263317963,200
sce-3m,beam_width,win_rate,-0.033999797146351526,-0.06534607170832073,200
sce-3m,beam_width,stability,0.006893396426518838,-0.023997409286910288,200
sce-3m,beam_width,score_std,0.061632448476069565,0.1237143119658931,200
sce-3m,lookahead_steps,objective,0.28399890248316184,0.2799612595439608,200
sce-3m,lookahead_steps,avg_score,0.2851979842970927,0.2659450097661505,200
sce-3m,lookahead_steps,win_rate,0.28429489369140554,0.27747654752614653,200
sce-3m,lookahead_steps,stability,-0.17603488384211533,-0.20675064010168948,200
sce-3m,lookahead_steps,score_std,-0.28226428818357635,-0.28443136746331343,200
sce-3m,min_visits,objective,-0.21724074314234537,-0.09516367464093069,200
sce-3m,min_visits,avg_score,-0.18486220526029676,-0.09917834768976265,200
sce-3m,min_visits,win_rate,-0.20220734702445445,-0.15827446051159497,200
sce-3m,min_visits,stability,0.08307808365985091,0.09126250641134825,200
sce-3m,min_visits,score_std,0.19475358445422222,0.11029340824040901,200
sce-3m,max_state_revisits,objective,-0.15641590769625663,-0.12875410276601243,200
sce-3m,max_state_revisits,avg_score,-0.16404589006308073,-0.15579713955554728,200
sce-3m,max_state_revisits,win_rate,-0.1642255280391342,-0.1354855783493835,200
sce-3m,max_state_revisits,stability,0.2080273443979681,0.13605779196872228,200
sce-3m,max_state_revisits,score_std,0.1492707779772406,0.1312320626797066,200
sce-3m,min_cum_prob,objective,-0.15068014553539424,-0.11301282532063302,200
sce-3m,min_cum_prob,avg_score,-0.1481680351685275,-0.14385836619384437,200
sce-3m,min_cum_prob,win_rate,-0.1350144068652156,-0.14659012935869858,200
sce-3m,min_cum_prob,stability,0.11174456456145467,0.07239330983274582,200
sce-3m,min_cum_prob,score_std,0.1681398573496846,0.17144228605715145,200
sce-3m,discount_factor,objective,0.08435417348894682,0.14023700592514815,200
sce-3m,discount_factor,avg_score,0.08026733935212339,0.1469469491995181,200
sce-3m,discount_factor,win_rate,0.06918256390241319,0.06849797521022903,200
sce-3m,discount_factor,stability,-0.11012608123565185,-0.10196504912622817,200
sce-3m,discount_factor,score_std,-0.09096679878806455,-0.12352208805220133,200
sce-3m,backup_enabled,objective,0.25878703186875396,0.2566035818325609,200
sce-3m,backup_enabled,avg_score,0.24406352775149753,0.254691146640232,200
sce-3m,backup_enabled,win_rate,0.24755138889527104,0.263338050001318,200
sce-3m,backup_enabled,stability,-0.22596967168475754,-0.2252682491558122,200
sce-3m,backup_enabled,score_std,-0.2616943263137231,-0.2558748531656597,200
sce-3m,backup_score_threshold,objective,-0.29047304103595356,-0.27299951956440505,131
sce-3m,backup_score_threshold,avg_score,-0.30361468566746896,-0.30656143319767876,131
sce-3m,backup_score_threshold,win_rate,-0.2917052373874115,-0.2509697186776784,131
sce-3m,backup_score_threshold,stability,0.2693409482115461,0.18945710777771846,131
sce-3m,backup_score_threshold,score_std,0.2854117887755816,0.254006299044467,131
sce-3m,backup_distance_threshold,objective,0.04004263598907733,-0.0722361607857791,131
sce-3m,backup_distance_threshold,avg_score,0.02450798073343531,-0.051305320304779724,131
sce-3m,backup_distance_threshold,win_rate,0.027836873997510732,-0.024855969529737114,131
sce-3m,backup_distance_threshold,stability,-0.017452258048143557,0.037559387177707786,131
sce-3m,backup_distance_threshold,score_std,-0.013238591219308727,0.09974910585597609,131
sce-3m,masked_count,objective,0.22317803847731543,0.1640273876506158,200
sce-3m,masked_count,avg_score,0.20739132721146653,0.16914580104101717,200
sce-3m,masked_count,win_rate,0.2040330763585714,0.15269673965913652,200
sce-3m,masked_count,stability,-0.21381742993072222,-0.15967462481464967,200
sce-3m,masked_count,score_std,-0.232303753076552,-0.17524320686743713,200
