experiment_id,map_key,map_id,trial,state,objective,avg_score,win_rate,score_std,stability,penalty_factor,num_episodes,status,phase,result_file,action_strategy,mode,beam_width,lookahead_steps,score_mode,min_visits,max_state_revisits,min_cum_prob,discount_factor,enable_backup,backup_score_threshold,backup_distance_threshold,masked_count,mask_0,mask_1,mask_2,is_multi_step,backup_enabled,scene_order
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,33,TrialState.COMPLETE,48.129868397921506,50.79545454545455,0.9924242424242424,16.87060319212433,1.8097545085809603,0.954756137285476,132.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0033,highest_transition_prob,multi_step,3,12,future_reward,7,4,0.002436294360711704,0.7493215234584656,True,0.7436055279799856,0.3728934058940714,2,5.0,6.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,34,TrialState.COMPLETE,3.393209667999011,6.203389830508475,0.635593220338983,27.70197304422462,5.575918821698921,0.860602029457527,118.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0034,best_subtree_quality,multi_step,4,9,future_reward,5,3,0.0011768745714588577,0.8022009835098538,True,0.6991803054577803,0.22223637820408718,2,6.0,9.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,35,TrialState.COMPLETE,44.65671361152671,49.85294117647059,1.0,17.100279242544854,4.169244535884169,0.8957688866028958,102.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0035,random_beam,multi_step,2,7,future_reward,6,2,0.007514553680938905,0.6789585611937896,False,,,2,3.0,10.0,,1,0,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,36,TrialState.COMPLETE,41.0207219979177,48.34615384615385,0.9769230769230769,21.2543973869885,5.259105769151193,0.8685223557712202,130.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0036,best_subtree_quality,multi_step,3,11,future_reward,8,5,0.0013131816467031909,0.7179774074598992,True,0.46034887891662707,0.37090197333621305,2,3.0,9.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,37,TrialState.COMPLETE,1.0072409978900698,2.2222222222222223,0.5185185185185185,25.882331072150265,5.034348216101864,0.8741412945974534,108.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0037,highest_transition_prob,multi_step,4,5,future_reward,4,3,0.0018664644702649914,0.7657852681664,False,,,2,4.0,7.0,,1,0,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,38,TrialState.COMPLETE,26.27368129052144,34.07339449541284,0.8715596330275229,30.435887322390556,4.610990288503216,0.8847252427874196,109.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0038,random_beam,multi_step,7,6,future_reward,1,4,0.0028563048794827007,0.7469714772178264,True,0.2824023180316495,0.24932759583223116,1,5.0,,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,39,TrialState.COMPLETE,43.220405831833915,48.323076923076925,0.9538461538461539,23.056190686973483,2.4926898892897786,0.9376827527677556,130.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0039,best_subtree_quality,multi_step,6,14,future_reward,9,3,0.01325201151520818,0.6082305911538108,True,0.6987660772220751,0.3657757559954342,2,9.0,6.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,40,TrialState.COMPLETE,47.338908404281405,51.52671755725191,1.0,16.64140345862986,3.250980735046729,0.9187254816238317,131.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0040,highest_transition_prob,multi_step,2,9,win_rate,7,2,0.0015364268530099002,0.6849885086844183,False,,,3,8.0,10.0,10.0,1,0,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,41,TrialState.COMPLETE,48.56469119739184,52.58015267175573,0.9923664122137404,14.576439317707127,2.7705411579361465,0.9307364710515963,131.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0041,highest_transition_prob,multi_step,3,12,future_reward,7,4,0.002554211852495677,0.7556753844797384,True,0.8001837900645064,0.3429585938133313,2,5.0,6.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,42,TrialState.COMPLETE,44.48882015157088,50.24444444444445,0.9925925925925926,18.010065772667307,4.317785364976127,0.8920553658755968,135.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0042,highest_transition_prob,multi_step,3,12,future_reward,6,4,0.005718749173082645,0.6536185927128413,True,0.7964441025266732,0.33953176765373844,2,6.0,5.0,,1,1,0
