idx,map_id,method,method_group,experiment_id,archive_id,source_run,trial_id,evaluation_id,episode_id,trial_number,result,score,return,battle_won,source_file,bktree_path,unified_bktree_path,state_id_sequence_length,unified_state_id_sequence_length,unified_reconstructed_state_count,unified_missing_state_count,state_id_sequence_text,unified_state_id_sequence_text,unified_state_status_sequence_text,unified_state_source_sequence_text
694,MarineMicro_MvsM_4_dist,RMAPPO,OnPolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,,eval_rmappo_MarineMicro_MvsM_4_dist_paper100,58,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 19 20 2 3 3 4 21 22 22 23 68 24 8 8 9,0 22 23 249 613 613 15 81 617 617 310 640 269 298 298 144,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 20 2 3 3 4 21 22 22 23 68 24 8 8 9
695,MarineMicro_MvsM_4_dist,RMAPPO,OnPolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,,eval_rmappo_MarineMicro_MvsM_4_dist_paper100,59,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 10 10 2 27 27 28 13 51 51 29 29 30 36 36 37,0 312 312 249 619 619 389 15 628 628 339 339 337 549 549 547,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 10 10 2 27 27 28 13 51 51 29 29 30 36 36 37
696,MarineMicro_MvsM_4_dist,RMAPPO,OnPolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,,eval_rmappo_MarineMicro_MvsM_4_dist_paper100,62,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 10 10 2 32 32 33 13 14 14 34 34 35 62 62 37,0 312 312 249 26 26 366 15 328 328 552 552 620 549 549 547,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 10 10 2 32 32 33 13 14 14 34 34 35 62 62 37
697,MarineMicro_MvsM_4_dist,RMAPPO,OnPolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,,eval_rmappo_MarineMicro_MvsM_4_dist_paper100,63,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 10 10 2 32 32 13 13 14 46 34 34 35 62 62 37,0 312 312 249 26 26 15 15 328 625 552 552 620 549 549 547,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 10 10 2 32 32 13 13 14 46 34 34 35 62 62 37
698,MarineMicro_MvsM_4_dist,RMAPPO,OnPolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,,eval_rmappo_MarineMicro_MvsM_4_dist_paper100,66,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 10 10 2 11 11 12 13 14 14 15 15 16 17 17 18,0 312 312 249 543 543 544 15 328 328 339 339 616 546 546 547,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 10 10 2 11 11 12 13 14 14 15 15 16 17 17 18
699,MarineMicro_MvsM_4_dist,RMAPPO,OnPolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations,,eval_rmappo_MarineMicro_MvsM_4_dist_paper100,88,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/rmappo/check/paper_train_v1/seed_1/evaluations/eval_rmappo_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 38 38 2 2 3 39 40 41 41 42 42 43 44 44 45,0 323 323 249 249 613 178 15 621 621 622 622 623 624 624 350,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 38 38 2 2 3 39 40 41 41 42 42 43 44 44 45
700,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,55,,Win,66.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,14,14,0,0,0 30 43 44 45 45 4 52 141 53 35 142 54 155,0 33 69 138 578 578 292 175 538 555 196 562 540 557,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 43 44 45 45 4 52 141 53 35 142 54 155
701,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,1,,Win,63.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 1 1 2 3 3 4 4 5 5 6 6 7 8 9,0 1 1 41 42 42 292 292 45 45 46 46 570 47 144,source_bktree_start_anchor source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 1 2 3 3 4 4 5 5 6 6 7 8 9
702,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,15,,Win,63.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 30 30 31 32 32 33 80 81 53 82 35 54 17 83,0 33 33 34 36 36 575 582 583 555 584 196 540 213 172,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 30 31 32 32 33 80 81 53 82 35 54 17 83
703,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,22,,Win,63.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 30 43 44 3 3 52 81 81 104 104 54 54 55 105,0 33 69 138 42 42 175 583 583 141 141 540 540 213 172,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 43 44 3 3 52 81 81 104 104 54 54 55 105
704,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,32,,Win,63.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 30 123 31 32 32 33 80 81 53 82 98 54 17 124 83,0 33 12 34 36 36 575 582 583 555 584 18 540 213 74 172,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 123 31 32 32 33 80 81 53 82 98 54 17 124 83
705,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,68,,Win,63.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 1 2 3 3 4 47 5 5 103 6 7 8 8 9,0 1 1 41 42 42 292 139 45 45 266 46 570 47 47 144,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 1 2 3 3 4 47 5 5 103 6 7 8 8 9
706,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,72,,Win,63.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 1 2 3 3 4 47 110 171 128 172 7 8 8 9,0 1 1 41 42 42 292 139 16 603 593 46 570 47 47 144,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 1 2 3 3 4 47 110 171 128 172 7 8 8 9
707,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,96,,Win,63.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 30 30 31 32 32 80 80 48 81 82 35 54 17 124 83,0 33 33 34 36 36 582 582 5 583 584 196 540 213 74 172,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 30 31 32 32 80 80 48 81 82 35 54 17 124 83
708,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,5,,Win,60.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,14,14,0,0,0 30 30 31 32 32 33 33 34 34 35 35 36 37,0 33 33 34 36 36 575 575 157 157 196 196 576 577,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 30 31 32 32 33 33 34 34 35 35 36 37
709,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,20,,Win,60.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 30 30 31 38 32 19 19 34 34 94 98 36 99 37,0 33 33 34 14 36 544 544 157 157 17 18 576 587 577,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 30 31 38 32 19 19 34 34 94 98 36 99 37
710,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,66,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,14,14,0,0,0 30 43 44 3 97 47 47 48 104 126 166 54 51,0 33 69 138 42 42 139 139 5 141 39 300 540 11,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 43 44 3 97 47 47 48 104 126 166 54 51
711,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,35,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 1 1 10 11 11 19 13 14 127 16 16 21 17 83,0 1 1 13 192 192 544 15 223 592 67 67 112 213 172,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 1 10 11 11 19 13 14 127 16 16 21 17 83
712,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,44,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 65 18 143 144 131 145 145 90 90 146 6 7 8 9,0 1 184 24 53 105 595 595 585 585 596 46 570 47 144,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 65 18 143 144 131 145 145 90 90 146 6 7 8 9
713,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,61,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 1 18 10 32 32 33 33 162 162 35 35 36 55 83,0 1 184 13 36 36 575 575 71 71 196 196 576 213 172,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 18 10 32 32 33 33 162 162 35 35 36 55 83
714,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,8,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 30 43 44 3 3 52 52 48 53 53 49 54 55 50 51,0 33 69 138 42 42 175 175 5 555 555 270 540 213 10 11,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 43 44 3 3 52 52 48 53 53 49 54 55 50 51
715,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,27,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 1 2 3 3 4 4 5 5 103 6 7 8 8 9,0 1 1 41 42 42 292 292 45 45 266 46 570 47 47 144,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 1 2 3 3 4 4 5 5 103 6 7 8 8 9
716,MarineMicro_MvsM_4_dist,MAT,OnPolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,onpolicy,MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations,,eval_mat_MarineMicro_MvsM_4_dist_paper100,39,,Win,57.0,20.0,True,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree/node_log.txt,onpolicy/MarineMicro_MvsM_4_dist/mat/check/paper_train_v1/seed_1/evaluations/eval_mat_MarineMicro_MvsM_4_dist_paper100/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 30 43 44 3 97 47 47 141 53 142 49 54 50 50 51,0 33 69 138 42 42 139 139 538 555 562 270 540 10 10 11,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 30 43 44 3 97 47 47 141 53 142 49 54 50 50 51
